,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ActualElapsedTime,AirTime,AirlineID,Altimeter,AltimeterFlag,ArrDel15,ArrDelay,ArrDelayMinutes,ArrTime,ArrTimeBlk,Arr_wban,ArrivalDelayGroups,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,Carrier,CarrierDelay,Date,DayOfWeek,DayofMonth,DepDel15,DepDelay,DepDelayMinutes,DepTime,DepTimeBlk,Dep_wban,DepartureDelayGroups,Dest,DestCityName,DestState,DestStateFips,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,Distance,DistanceGroup,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,DivActualElapsedTime,DivAirportLandings,DivArrDelay,DivDistance,DivReachedDest,Diverted,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,FirstDepTime,FlightDate,FlightNum,Flights,HourlyPrecip,HourlyPrecipFlag,LateAircraftDelay,LongestAddGTime,Month,NASDelay,Origin,OriginCityName,OriginState,OriginStateFips,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,Quarter,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,S_Arr_time,S_Dep_time,SeaLevelPressure,SeaLevelPressureFlag,SecurityDelay,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,TailNum,TaxiIn,TaxiOut,Time,TotalAddGTime,UniqueCarrier,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherDelay,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WheelsOff,WheelsOn,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag,Year,_merge,con,id,key,new_id,sa_time,sd_time,time,region_dep,region_arr,north_dep,north_arr,airport,delay,taxitime,snow,temp,dew_p,precip,vis,winter,airs,airs_cat,melting_snow,freezing_snow,DateStr,congestion,BDL,BOS,BUR,CAE,CHS,CLT,EWN,GSO,GSP,ILM,LAX,LGB,MHT,MYR,OAJ,ONT,ORH,PVD,RDU,SNA
918754,918754,6667,6667,204.0,181.0,19393,29.66, ,0.0,-1.0,0.0,1754.0,1700-1759,3947.0,-1.0,1755,1535,200.0,,0.0,WN,,20140813.0,3,13,0.0,-5.0,0.0,1530.0,1500-1559,14739.0,-1.0,MCI,"Kansas City, MO",MO,29,19.0, ,66.0, ,1256.0,6,,,,,,0,,,,0.0,19.0, ,66.0, ,,2014-08-13 00:00:00,1247,1.0, , ,,,8,,BOS,"Boston, MA",MA,25, , , , ,3,SP, ,100.0, ,2014-08-13 17:55:00,2014-08-13 15:35:00,M, ,,FEW007 BKN011 OVC032, ,29.63, ,11.0,N248WN,6.0,17.0,1536.0,,WN, , ,10.0, ,14739.0,, , ,18.8, ,66.0, ,1547.0,1748.0,120, ,16.0, ,2014,both,Dep,339.0,189412,339.0,1755,1535,2014-08-13 15:36:00,North,,1,0,BOS,-5.0,17.0,0,66.0,66.0,0.0,10.0,0,BOS,1,0,0,20140813,676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371786,1371786,78399,674,175.0,111.0,19805,29.98, ,1.0,32.0,32.0,1015.0,0900-0959,13881.0,2.0,943,625,138.0,,0.0,AA,0.0,20150225.0,3,25,0.0,-5.0,0.0,620.0,0600-0659,3927.0,-1.0,CLT,"Charlotte, NC",NC,37,-5.0, ,23.0, ,936.0,4,,,,,,0,,,,0.0,2.2, ,36.0, ,,2015-02-25 00:00:00,1343,1.0, , ,0.0,,2,32.0,DFW,"Dallas/Fort Worth, TX",TX,48, , , , ,1,AA, , 59, ,2015-02-25 09:43:00,2015-02-25 06:25:00,29.99, ,0.0,BKN210, ,29.16, ,11.0,N547AA,12.0,52.0,952.0,,AA, , ,10.0, ,13881.0,0.0, , ,-0.4, ,31, ,712.0,1003.0,050, ,5.0, ,2015,both,Arr,715.0,130274,715.0,943,625,2015-02-25 09:52:00,,South,0,0,CLT,32.0,12.0,0,36.0,23.0,0.0,10.0,1,CLT,5,0,0,20150225,1240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446893,446893,66453,206,101.0,79.0,20304,30.04, ,0.0,-23.0,0.0,1551.0,1600-1659,24127.0,-2.0,1614,1323,111.0,,0.0,OO,,20140408.0,2,8,0.0,-13.0,0.0,1310.0,1300-1359,23152.0,-1.0,SLC,"Salt Lake City, UT",UT,49,-4.4, ,24.0, ,574.0,3,,,,,,0,,,,0.0,32.2, ,90.0, ,,2014-04-08 00:00:00,4497,1.0, , ,,,4,,BUR,"Burbank, CA",CA,6, , , , ,2,AA, ,9.0, ,2014-04-08 16:14:00,2014-04-08 13:23:00,29.99, ,,CLR, ,29.26, ,12.0,N783CA,10.0,12.0,1353.0,,OO, , ,10.0, ,23152.0,, , ,14.2, ,58.0, ,1322.0,1541.0,220, ,10.0, ,2014,both,Dep,194.0,34827,194.0,1614,1323,2014-04-08 13:53:00,West,,0,0,BUR,-13.0,12.0,0,90.0,24.0,0.0,10.0,0,BUR,2,0,0,20140408,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561134,561134,50488,5345,363.0,336.0,21171,29.97, ,0.0,-29.0,0.0,1021.0,1000-1059,23174.0,-2.0,1050,725,385.0,,0.0,VX,,20140516.0,5,16,0.0,-7.0,0.0,718.0,0700-0759,14739.0,-1.0,LAX,"Los Angeles, CA",CA,6,12.8,s,55.0, ,2611.0,11,,,,,,0,,,,0.0,26.7, ,80.0, ,,2014-05-16 00:00:00,363,1.0, , ,,,5,,BOS,"Boston, MA",MA,25, , , , ,2,AA, ,42.0, ,2014-05-16 10:50:00,2014-05-16 07:25:00,29.96, ,,FEW100 SCT250, ,29.62, ,11.0,N525VA,9.0,18.0,1053.0,,VX, , ,10.0, ,23174.0,, , ,18.2, ,65.0, ,736.0,1012.0,270, ,13.0, ,2014,both,Arr,391.0,139327,391.0,1050,725,2014-05-16 10:53:00,North,West,1,0,LAX,-29.0,9.0,0,80.0,55.0,0.0,10.0,0,LAX,10,0,0,20140516,1319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64012,64012,64012,1530,89.0,61.0,20304,29.91, ,0.0,-14.0,0.0,1146.0,1200-1259,23234.0,-1.0,1200,1026,94.0,,0.0,OO,,20141012.0,7,12,0.0,-9.0,0.0,1017.0,1000-1059,3102.0,-1.0,SFO,"San Francisco, CA",CA,6,15.0, ,59, ,363.0,2,,,,,,0,,,,0.0,26.7, ,80, ,,2014-10-12 00:00:00,5374,1.0, , ,,,10,,ONT,"Ontario, CA",CA,6, , , , ,4,AA, ,49, ,2014-10-12 12:00:00,2014-10-12 10:26:00,29.86, ,,CLR, ,28.94, ,12.0,N699BR,14.0,14.0,1053.0,,OO, , ,4.0, ,3102.0,,HZ, ,19.3, ,67, ,1031.0,1132.0,230, ,11, ,2014,both,Dep,287.0,408563,287.0,1200,1026,2014-10-12 10:53:00,West,,0,0,ONT,-9.0,14.0,0,80.0,59.0,0.0,4.0,0,ONT,15,0,0,20141012,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30638,30638,30638,4551,275.0,246.0,19790,29.97, ,0.0,-5.0,0.0,610.0,0600-0659,12815.0,-1.0,615,2235,280.0,,0.0,DL,,20141002.0,4,2,0.0,0.0,0.0,2235.0,2200-2259,23174.0,0.0,MCO,"Orlando, FL",FL,12,10.6, ,51.0, ,2218.0,9,,,,,,0,,,,0.0,23.3, ,74.0, ,,2014-10-02 00:00:00,883,1.0, , ,,,10,,LAX,"Los Angeles, CA",CA,6, , , , ,4,AA, , 45, ,2014-10-02 06:15:00,2014-10-02 22:35:00,29.95, ,,CLR, ,29.62, ,11.0,N694DL,8.0,21.0,2253.0,,DL, , ,10.0, ,23174.0,, , ,15.9, ,61, ,2256.0,602.0,VR , , 5, ,2014,both,Dep,51.0,199136,51.0,615,2235,2014-10-02 22:53:00,West,,0,0,LAX,0.0,21.0,0,74.0,51.0,0.0,10.0,0,LAX,10,0,0,20141002,1245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1139711,1139711,94657,6662,100.0,81.0,20355,30.1, ,0.0,-1.0,0.0,1854.0,1800-1859,13881.0,-1.0,1855,1715,100.0,,0.0,US,,20140908.0,1,8,0.0,-1.0,0.0,1714.0,1700-1759,12842.0,-1.0,CLT,"Charlotte, NC",NC,37,17.2, ,63.0, ,507.0,3,,,,,,0,,,,0.0,21.1, ,70.0, ,,2014-09-08 00:00:00,2092,1.0, , ,,,9,,TPA,"Tampa, FL",FL,12, , , , ,3,AA, ,79.0, ,2014-09-08 18:55:00,2014-09-08 17:15:00,30.08, ,,OVC018, ,29.28, ,11.0,N110UW,10.0,9.0,1852.0,,US, , ,10.0, ,13881.0,, , ,18.6, ,66.0, ,1723.0,1844.0,020, , 8, ,2014,both,Arr,229.0,457545,229.0,1855,1715,2014-09-08 18:52:00,,South,0,0,CLT,-1.0,10.0,0,70.0,63.0,0.0,10.0,0,CLT,5,0,0,20140908,1312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845287,845287,70104,1632,90.0,59.0,20304,29.92, ,0.0,0.0,0.0,1838.0,1800-1859,23234.0,0.0,1838,1712,86.0,,0.0,OO,,20140714.0,1,14,0.0,-4.0,0.0,1708.0,1700-1759,3102.0,-1.0,SFO,"San Francisco, CA",CA,6,17.8, ,64.0, ,363.0,2,,,,,,0,,,,0.0,27.8, ,82.0, ,,2014-07-14 00:00:00,5363,1.0, , ,,,7,,ONT,"Ontario, CA",CA,6, , , , ,3,AA, , 55, ,2014-07-14 18:38:00,2014-07-14 17:12:00,29.88, ,,FEW100 SCT150 BKN250, ,28.95, ,12.0,N477CA,16.0,15.0,1653.0,,OO,25, ,10.0, ,3102.0,, , ,21.2, ,70, ,1723.0,1822.0,240, ,16.0, ,2014,both,Dep,337.0,437049,337.0,1838,1712,2014-07-14 16:53:00,West,,0,0,ONT,-4.0,15.0,0,82.0,64.0,0.0,10.0,0,ONT,15,0,0,20140714,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507022,507022,126582,1962,131.0,84.0,19393,29.84, ,1.0,51.0,51.0,31.0,2300-2359,13722.0,3.0,2340,2050,110.0,,0.0,WN,0.0,20140414.0,1,14,1.0,30.0,30.0,2120.0,2000-2059,14819.0,2.0,RDU,"Raleigh/Durham, NC",NC,37,16.7, ,62.0, ,632.0,3,,,,,,0,,,,0.0,19.4, ,67.0, ,,2014-04-14 00:00:00,4572,1.0, , ,4.0,,4,21.0,MDW,"Chicago, IL",IL,17, , , , ,2,AA, ,84.0, ,2014-04-14 23:40:00,2014-04-14 20:50:00,29.83, ,0.0,FEW007 BKN012 BKN021, ,29.37, ,11.0,N220WN,5.0,42.0,2351.0,,WN, , ,10.0, ,13722.0,26.0, , ,17.7, ,64.0, ,2202.0,26.0,190, ,13.0, ,2014,both,Arr,359.0,301929,359.0,2340,2050,2014-04-14 23:51:00,,South,0,0,RDU,51.0,5.0,0,67.0,62.0,0.0,10.0,0,RDU,18,0,0,20140414,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1394289,1394289,100902,5016,220.0,201.0,20355,30.11, ,0.0,1.0,1.0,2141.0,2100-2159,13881.0,0.0,2140,1555,225.0,,0.0,US,,20150207.0,6,7,0.0,6.0,6.0,1601.0,1500-1559,23183.0,0.0,CLT,"Charlotte, NC",NC,37,-7.8, ,18.0, ,1773.0,8,,,,,,0,,,,0.0,10.6, ,51.0, ,,2015-02-07 00:00:00,1854,1.0, , ,,,2,,PHX,"Phoenix, AZ",AZ,4, , , , ,1,AA, ,27.0, ,2015-02-07 21:40:00,2015-02-07 15:55:00,30.11, ,,CLR, ,29.28, ,11.0,N155UW,7.0,12.0,2152.0,,US, , ,10.0, ,13881.0,, , ,3.5, ,38.0, ,1613.0,2134.0,210, ,10.0, ,2015,both,Arr,182.0,412943,182.0,2140,1555,2015-02-07 21:52:00,,South,0,0,CLT,1.0,7.0,0,51.0,18.0,0.0,10.0,1,CLT,5,0,0,20150207,1026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981251,981251,69164,1349,132.0,115.0,20304,29.89, ,0.0,-16.0,0.0,2008.0,2000-2059,3102.0,-2.0,2024,1805,139.0,,0.0,OO,,20140817.0,7,17,0.0,-9.0,0.0,1756.0,1800-1859,24229.0,-1.0,ONT,"Ontario, CA",CA,6,10.0, ,50.0, ,838.0,4,,,,,,0,,,,0.0,26.7, ,80.0, ,,2014-08-17 00:00:00,3462,1.0, , ,,,8,,PDX,"Portland, OR",OR,41, , , , ,3,AA, ,35.0, ,2014-08-17 20:24:00,2014-08-17 18:05:00,29.83, ,,CLR, ,28.92, ,12.0,N215AG,5.0,12.0,2053.0,,OO, , ,10.0, ,3102.0,, , ,16.8, ,62.0, ,1808.0,2003.0,240, ,6.0, ,2014,both,Arr,425.0,282216,425.0,2024,1805,2014-08-17 20:53:00,,West,0,0,ONT,-16.0,5.0,0,80.0,50.0,0.0,10.0,0,ONT,15,0,0,20140817,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
468882,468882,88442,6640,121.0,100.0,20355,30.05, ,1.0,20.0,20.0,847.0,0800-0859,94846.0,1.0,827,730,117.0,,0.0,US,16.0,20140426.0,6,26,1.0,16.0,16.0,746.0,0700-0759,13881.0,1.0,ORD,"Chicago, IL",IL,17,9.4, ,49.0, ,599.0,3,,,,,,0,,,,0.0,16.1, ,61.0, ,,2014-04-26 00:00:00,1987,1.0, , ,0.0,,4,4.0,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,65.0, ,2014-04-26 08:27:00,2014-04-26 07:30:00,30.03, ,0.0,BKN250, ,29.23, ,11.0,N751UW,5.0,16.0,752.0,,US, , ,10.0, ,13881.0,0.0, , ,12.5, ,55.0, ,802.0,842.0,290, ,3.0, ,2014,both,Dep,692.0,247940,692.0,827,730,2014-04-26 07:52:00,South,,0,0,CLT,16.0,16.0,0,61.0,49.0,0.0,10.0,0,CLT,5,0,0,20140426,1032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84400,84400,84400,2514,215.0,181.0,20355,30.07, ,0.0,-1.0,0.0,910.0,0900-0959,3017.0,-1.0,911,739,212.0,,0.0,US,,20141022.0,3,22,0.0,-4.0,0.0,735.0,0700-0759,13881.0,-1.0,DEN,"Denver, CO",CO,8,2.8, ,37, ,1337.0,6,,,,,,0,,,,0.0,10.0, ,50, ,,2014-10-22 00:00:00,428,1.0, , ,,,10,,CLT,"Charlotte, NC",NC,37, , , , ,4,AA, ,61, ,2014-10-22 09:11:00,2014-10-22 07:39:00,30.06, ,,FEW250, ,29.25, ,11.0,N546UW,8.0,26.0,752.0,,US, , ,10.0, ,13881.0,, , ,6.6, ,44, ,801.0,902.0,330, ,8, ,2014,both,Dep,579.0,249591,579.0,911,739,2014-10-22 07:52:00,South,,0,0,CLT,-4.0,26.0,0,50.0,37.0,0.0,10.0,0,CLT,5,0,0,20141022,1332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895215,895215,120032,1908,85.0,65.0,20355,30.0, ,0.0,-15.0,0.0,1511.0,1500-1559,13881.0,-1.0,1526,1345,101.0,,0.0,US,,20140725.0,5,25,0.0,1.0,1.0,1346.0,1300-1359,13739.0,0.0,CLT,"Charlotte, NC",NC,37,18.3, ,65.0, ,449.0,2,,,,,,0,,,,0.0,28.9, ,84.0, ,,2014-07-25 00:00:00,1875,1.0, , ,,,7,,PHL,"Philadelphia, PA",PA,42, , , , ,3,AA, , 53, ,2014-07-25 15:26:00,2014-07-25 13:45:00,29.98, ,,SCT036 BKN250, ,29.18, ,11.0,N828AW,6.0,14.0,1552.0,,US, , ,10.0, ,13881.0,, , ,21.8, ,71, ,1400.0,1505.0,000, ,0.0, ,2014,both,Arr,682.0,8963,682.0,1526,1345,2014-07-25 15:52:00,,South,0,0,CLT,-15.0,6.0,0,84.0,65.0,0.0,10.0,0,CLT,5,0,0,20140725,1228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491895,491895,111455,9140,74.0,41.0,19790,30.12, ,0.0,-8.0,0.0,1048.0,1000-1059,13874.0,-1.0,1056,940,76.0,,0.0,DL,,20140402.0,3,2,0.0,-6.0,0.0,934.0,0900-0959,13881.0,-1.0,ATL,"Atlanta, GA",GA,13,3.3, ,38.0, ,226.0,1,,,,,,0,,,,0.0,23.3, ,74.0, ,,2014-04-02 00:00:00,2422,1.0, , ,,,4,,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,27.0, ,2014-04-02 10:56:00,2014-04-02 09:40:00,30.10, ,,FEW250, ,29.29, ,11.0,N954DN,6.0,27.0,952.0,,DL, , ,10.0, ,13881.0,, , ,12.9, ,55.0, ,1001.0,1042.0,230, ,6.0, ,2014,both,Dep,34.0,439033,34.0,1056,940,2014-04-02 09:52:00,South,,0,0,CLT,-6.0,27.0,0,74.0,38.0,0.0,10.0,0,CLT,5,0,0,20140402,1318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172302,172302,41000,16139,340.0,317.0,19805,30.09, ,0.0,10.0,10.0,1535.0,1500-1559,94789.0,0.0,1525,700,325.0,,0.0,AA,,20141107.0,5,7,0.0,-5.0,0.0,655.0,0700-0759,23174.0,-1.0,JFK,"New York, NY",NY,36,2.2, ,36.0, ,2475.0,10,,,,,,0,,,,0.0,17.2, ,63.0, ,,2014-11-07 00:00:00,118,1.0, , ,,,11,,LAX,"Los Angeles, CA",CA,6, , , , ,4,AA, ,37.0, ,2014-11-07 15:25:00,2014-11-07 07:00:00,30.09, ,,FEW250, ,29.74, ,11.0,N784AA,4.0,19.0,653.0,,AA, , ,10.0, ,23174.0,, , ,9.9, ,50.0, ,714.0,1531.0,090, ,6.0, ,2014,both,Dep,153.0,428663,153.0,1525,700,2014-11-07 06:53:00,West,,0,0,LAX,-5.0,19.0,0,63.0,36.0,0.0,10.0,0,LAX,10,0,0,20141107,1224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1492560,1492560,88290,7394,124.0,100.0,20366,30.23, ,0.0,-16.0,0.0,738.0,0700-0759,94846.0,-2.0,754,643,131.0,,0.0,EV,,20150309.0,1,9,0.0,-9.0,0.0,634.0,0600-0659,13881.0,-1.0,ORD,"Chicago, IL",IL,17,0.0, ,32, ,599.0,3,,,,,,0,,,,0.0,10.6, ,51, ,,2015-03-09 00:00:00,5919,1.0, , ,,,3,,CLT,"Charlotte, NC",NC,37, , , , ,1,AA, ,48, ,2015-03-09 07:54:00,2015-03-09 06:43:00,30.22, ,,OVC100, ,29.4, ,11.0,N13997,7.0,17.0,652.0,,EV, , ,10.0, ,13881.0,, , ,5.9, ,43, ,651.0,731.0,170, ,7, ,2015,both,Dep,288.0,326671,288.0,754,643,2015-03-09 06:52:00,South,,0,0,CLT,-9.0,17.0,0,51.0,32.0,0.0,10.0,1,CLT,5,0,0,20150309,1260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146790,146790,15488,6465,113.0,97.0,20409,29.95, ,0.0,-10.0,0.0,1525.0,1500-1559,14739.0,-1.0,1535,1332,123.0,,0.0,B6,,20141114.0,5,14,0.0,0.0,0.0,1332.0,1300-1359,13880.0,0.0,BOS,"Boston, MA",MA,25,-8.9, ,16.0, ,818.0,4,,,,,,0,,,,0.0,5.6, ,42.0, ,,2014-11-14 00:00:00,1668,1.0, , ,,,11,,CHS,"Charleston, SC",SC,45, , , , ,4,AA, , 35, ,2014-11-14 15:35:00,2014-11-14 13:32:00,29.94, ,,SCT065 SCT220, ,29.92, ,11.0,N316JB,4.0,12.0,1554.0,,B6,22, ,10.0, ,14739.0,, , ,0.5, ,33, ,1344.0,1521.0,300, ,14.0, ,2014,both,Arr,402.0,408857,402.0,1535,1332,2014-11-14 15:54:00,South,North,0,1,BOS,-10.0,4.0,0,42.0,16.0,0.0,10.0,0,BOS,1,0,0,20141114,676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969670,969670,57583,10959,76.0,41.0,20304,29.88, ,0.0,1.0,1.0,916.0,0900-0959,23174.0,0.0,915,805,70.0,,0.0,OO,,20140818.0,1,18,0.0,-5.0,0.0,800.0,0800-0859,93193.0,-1.0,LAX,"Los Angeles, CA",CA,6,16.7, ,62.0, ,209.0,1,,,,,,0,,,,0.0,23.9, ,75.0, ,,2014-08-18 00:00:00,2606,1.0, , ,,,8,,FAT,"Fresno, CA",CA,6, , , , ,3,AA, ,64.0, ,2014-08-18 09:15:00,2014-08-18 08:05:00,29.88, ,,FEW160, ,29.53, ,11.0,N494CA,11.0,24.0,853.0,,OO, , ,10.0, ,23174.0,, , ,19.3, ,67.0, ,824.0,905.0,270, ,6.0, ,2014,both,Arr,498.0,267463,498.0,915,805,2014-08-18 08:53:00,,West,0,0,LAX,1.0,11.0,0,75.0,62.0,0.0,10.0,0,LAX,10,0,0,20140818,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1110319,1110319,65265,1705,90.0,62.0,20304,29.74, ,0.0,9.0,9.0,1939.0,1900-1959,23234.0,0.0,1930,1811,79.0,,0.0,OO,,20140904.0,4,4,0.0,-2.0,0.0,1809.0,1800-1859,23152.0,-1.0,SFO,"San Francisco, CA",CA,6,15.0, ,59.0, ,326.0,2,,,,,,0,,,,0.0,22.8, ,73.0, ,,2014-09-04 00:00:00,6410,1.0, , ,,,9,,BUR,"Burbank, CA",CA,6, , , , ,3,AA, , 62, ,2014-09-04 19:30:00,2014-09-04 18:11:00,29.71, ,,CLR, ,28.96, ,12.0,N874AS,8.0,20.0,1753.0,,OO, , ,10.0, ,23152.0,, , ,18.0, ,64, ,1829.0,1931.0,180, ,11.0, ,2014,both,Dep,113.0,405084,113.0,1930,1811,2014-09-04 17:53:00,West,,0,0,BUR,-2.0,20.0,0,73.0,59.0,0.0,10.0,0,BUR,2,0,0,20140904,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360903,1360903,67516,605,89.0,76.0,19393,29.84, ,0.0,-7.0,0.0,1653.0,1700-1759,13897.0,-1.0,1700,1625,95.0,,0.0,WN,,20150202.0,1,2,0.0,-1.0,0.0,1624.0,1600-1659,13880.0,-1.0,BNA,"Nashville, TN",TN,47,-2.2, ,28, ,439.0,2,,,,,,0,,,,0.0,13.3, ,56, ,,2015-02-02 00:00:00,319,1.0, , ,,,2,,CHS,"Charleston, SC",SC,45, , , , ,1,AA, , 34, ,2015-02-02 17:00:00,2015-02-02 16:25:00,29.83, ,,CLR, ,29.79, ,11.0,N252WN,6.0,7.0,1556.0,,WN,34, ,10.0, ,13880.0,, , ,6.5, ,44, ,1631.0,1647.0,280, ,18, ,2015,both,Dep,47.0,229403,47.0,1700,1625,2015-02-02 15:56:00,South,,0,0,CHS,-1.0,7.0,0,56.0,28.0,0.0,10.0,1,CHS,4,0,0,20150202,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827840,827840,52657,4555,70.0,57.0,19393,29.95, ,0.0,-4.0,0.0,1821.0,1800-1859,23174.0,-1.0,1825,1710,75.0,,0.0,WN,,20140726.0,6,26,0.0,1.0,1.0,1711.0,1700-1759,23230.0,0.0,LAX,"Los Angeles, CA",CA,6,17.2, ,63.0, ,337.0,2,,,,,,0,,,,0.0,20.6, ,69.0, ,,2014-07-26 00:00:00,3765,1.0, , ,,,7,,OAK,"Oakland, CA",CA,6, , , , ,3,AA, ,81.0, ,2014-07-26 18:25:00,2014-07-26 17:10:00,29.95, ,,FEW010 SCT130 SCT200, ,29.6, ,11.0,N494WN,6.0,7.0,1853.0,,WN, , ,9.0, ,23174.0,, , ,18.4, ,65.0, ,1718.0,1815.0,250, ,9.0, ,2014,both,Arr,725.0,110426,725.0,1825,1710,2014-07-26 18:53:00,,West,0,0,LAX,-4.0,6.0,0,69.0,63.0,0.0,9.0,0,LAX,10,0,0,20140726,1189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1180367,1180367,9715,878,287.0,271.0,19930,30.42, ,0.0,-37.0,0.0,1702.0,1700-1759,14739.0,-2.0,1739,920,319.0,,0.0,AS,,20150110.0,6,10,0.0,-5.0,0.0,915.0,0900-0959,24233.0,-1.0,BOS,"Boston, MA",MA,25,-18.3, ,-1.0, ,2496.0,10,,,,,,0,,,,0.0,-6.1, ,21.0, ,,2015-01-10 00:00:00,12,1.0, , ,,,1,,SEA,"Seattle, WA",WA,53, , , , ,1,AA, ,38.0, ,2015-01-10 17:39:00,2015-01-10 09:20:00,30.42, ,,CLR, ,30.39, ,11.0,N524AS,4.0,12.0,1754.0,,AS, , ,10.0, ,14739.0,, , ,-8.8, ,16.0, ,927.0,1658.0,270, ,11.0, ,2015,both,Arr,276.0,43790,276.0,1739,920,2015-01-10 17:54:00,,North,0,1,BOS,-37.0,4.0,0,21.0,-1.0,0.0,10.0,1,BOS,1,0,0,20150110,402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593667,593667,83021,1232,93.0,78.0,20398,30.14, ,0.0,-11.0,0.0,1629.0,1600-1659,13880.0,-1.0,1640,1500,100.0,,0.0,MQ,,20140525.0,7,25,0.0,-4.0,0.0,1456.0,1500-1559,12839.0,-1.0,CHS,"Charleston, SC",SC,45,13.9, ,57.0, ,489.0,2,,,,,,0,,,,0.0,26.1, ,79.0, ,,2014-05-25 00:00:00,3607,1.0, , ,,,5,,MIA,"Miami, FL",FL,12, , , , ,2,AA, , 47, ,2014-05-25 16:40:00,2014-05-25 15:00:00,30.14, ,,FEW120 OVC220, ,30.09, ,11.0,N689MQ,3.0,12.0,1656.0,,MQ, , ,10.0, ,13880.0,, , ,18.6, ,66, ,1508.0,1626.0,130, ,10, ,2014,both,Arr,624.0,378288,624.0,1640,1500,2014-05-25 16:56:00,,South,0,0,CHS,-11.0,3.0,0,79.0,57.0,0.0,10.0,0,CHS,4,0,0,20140525,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210283,210283,78981,2235,347.0,316.0,20355,30.26, ,1.0,93.0,93.0,2221.0,2000-2059,23234.0,6.0,2048,1805,343.0,,0.0,US,30.0,20141130.0,7,30,1.0,89.0,89.0,1934.0,1800-1859,13881.0,5.0,SFO,"San Francisco, CA",CA,6,6.1, ,43.0, ,2296.0,10,,,,,,0,,,,0.0,16.1, ,61.0, ,,2014-11-30 00:00:00,1799,1.0, , ,0.0,,11,63.0,CLT,"Charlotte, NC",NC,37, , , , ,4,AA, ,52.0, ,2014-11-30 20:48:00,2014-11-30 18:05:00,30.26, ,0.0,FEW250, ,29.43, ,11.0,N565UW,8.0,23.0,1752.0,,US, , ,10.0, ,13881.0,0.0, , ,10.9, ,52.0, ,1957.0,2213.0,230, ,7.0, ,2014,both,Dep,823.0,10950,823.0,2048,1805,2014-11-30 17:52:00,South,,0,0,CLT,89.0,23.0,0,61.0,43.0,0.0,10.0,0,CLT,5,0,0,20141130,1386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
