,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ActualElapsedTime,AirTime,AirlineID,Altimeter,AltimeterFlag,ArrDel15,ArrDelay,ArrDelayMinutes,ArrTime,ArrTimeBlk,Arr_wban,ArrivalDelayGroups,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,Carrier,CarrierDelay,Date,DayOfWeek,DayofMonth,DepDel15,DepDelay,DepDelayMinutes,DepTime,DepTimeBlk,Dep_wban,DepartureDelayGroups,Dest,DestCityName,DestState,DestStateFips,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,Distance,DistanceGroup,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,DivActualElapsedTime,DivAirportLandings,DivArrDelay,DivDistance,DivReachedDest,Diverted,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,FirstDepTime,FlightDate,FlightNum,Flights,HourlyPrecip,HourlyPrecipFlag,LateAircraftDelay,LongestAddGTime,Month,NASDelay,Origin,OriginCityName,OriginState,OriginStateFips,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,Quarter,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,S_Arr_time,S_Dep_time,SeaLevelPressure,SeaLevelPressureFlag,SecurityDelay,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,TailNum,TaxiIn,TaxiOut,Time,TotalAddGTime,UniqueCarrier,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherDelay,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WheelsOff,WheelsOn,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag,Year,_merge,con,id,key,new_id,sa_time,sd_time,time,region_dep,region_arr,north_dep,north_arr,airport,delay,taxitime,snow,temp,dew_p,precip,vis,winter,airs,airs_cat,melting_snow,freezing_snow,DateStr,congestion,BDL,BOS,BUR,CAE,CHS,CLT,EWN,GSO,GSP,ILM,LAX,LGB,MHT,MYR,OAJ,ONT,ORH,PVD,RDU,SNA
710829,710829,66755,1444,86.0,66.0,20304,29.83, ,0.0,-10.0,0.0,1212.0,1200-1259,23234.0,-1.0,1222,1056,86.0,,0.0,OO,,20140607.0,6,7,0.0,-10.0,0.0,1046.0,1000-1059,3102.0,-1.0,SFO,"San Francisco, CA",CA,6,12.8, ,55.0, ,363.0,2,,,,,,0,,,,0.0,21.1, ,70.0, ,,2014-06-07 00:00:00,5374,1.0, , ,,,6,,ONT,"Ontario, CA",CA,6, , , , ,2,AA, ,59.0, ,2014-06-07 12:22:00,2014-06-07 10:56:00,29.80, ,,CLR, ,28.87, ,12.0,N983SW,5.0,15.0,1053.0,,OO, , ,6.0, ,3102.0,,HZ, ,16.1, ,61.0, ,1101.0,1207.0,VR , ,5.0, ,2014,both,Dep,158.0,289491,158.0,1222,1056,2014-06-07 10:53:00,West,,0,0,ONT,-10.0,15.0,0,70.0,55.0,0.0,6.0,0,ONT,15,0,0,20140607,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388376,388376,7936,7936,218.0,193.0,20409,30.4, ,1.0,26.0,26.0,1849.0,1800-1859,12815.0,1.0,1823,1515,188.0,,0.0,B6,0.0,20140430.0,3,30,0.0,-4.0,0.0,1511.0,1500-1559,14739.0,-1.0,MCO,"Orlando, FL",FL,12,3.0, ,37.0, ,1121.0,5,,,,,,0,,,,0.0,7.0, ,45.0, ,,2014-04-30 00:00:00,551,1.0, , ,0.0,,4,26.0,BOS,"Boston, MA",MA,25, , , , ,2,SP, ,74.0, ,2014-04-30 18:23:00,2014-04-30 15:15:00,M, ,0.0,SCT015 BKN025 OVC100, ,30.37, ,11.0,N618JB,10.0,15.0,1514.0,,B6, , ,10.0, ,14739.0,0.0,-RA, ,5.2, ,41.0, ,1526.0,1839.0,100, ,18.0, ,2014,both,Dep,845.0,433169,845.0,1823,1515,2014-04-30 15:14:00,North,,1,0,BOS,-4.0,15.0,0,45.0,37.0,0.0,10.0,0,BOS,1,0,0,20140430,639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306036,1306036,12649,4269,92.0,48.0,20409,30.02, ,0.0,13.0,13.0,1836.0,1800-1859,14739.0,0.0,1823,1710,73.0,,0.0,B6,,20150204.0,3,4,0.0,-6.0,0.0,1704.0,1700-1759,14734.0,-1.0,BOS,"Boston, MA",MA,25,-2.2, ,28.0, ,200.0,1,,,,,,0,,,,0.0,2.8, ,37.0, ,,2015-02-04 00:00:00,2580,1.0, , ,,,2,,EWR,"Newark, NJ",NJ,34, , , , ,1,AA, , 70, ,2015-02-04 18:23:00,2015-02-04 17:10:00,30.02, ,,BKN075 OVC200, ,29.99, ,11.0,N190JB,8.0,36.0,1754.0,,B6, , ,10.0, ,14739.0,, , ,0.8, ,34, ,1740.0,1828.0,200, ,10.0, ,2015,both,Arr,127.0,174083,127.0,1823,1710,2015-02-04 17:54:00,,North,0,1,BOS,13.0,8.0,0,37.0,28.0,0.0,10.0,1,BOS,1,0,0,20150204,617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109825,109825,109825,6787,88.0,64.0,20355,30.05, ,0.0,-19.0,0.0,1101.0,1100-1159,14820.0,-2.0,1120,940,100.0,,0.0,US,,20141005.0,7,5,0.0,-7.0,0.0,933.0,0900-0959,13881.0,-1.0,CLE,"Cleveland, OH",OH,39,0.6, ,33.0, ,430.0,2,,,,,,0,,,,0.0,14.4, ,58.0, ,,2014-10-05 00:00:00,1780,1.0, , ,,,10,,CLT,"Charlotte, NC",NC,37, , , , ,4,AA, ,39.0, ,2014-10-05 11:20:00,2014-10-05 09:40:00,30.04, ,,FEW250, ,29.23, ,11.0,N755US,7.0,17.0,952.0,,US, , ,10.0, ,13881.0,, , ,8.0, ,46.0, ,950.0,1054.0,000, ,0.0, ,2014,both,Dep,114.0,476602,114.0,1120,940,2014-10-05 09:52:00,South,,0,0,CLT,-7.0,17.0,0,58.0,33.0,0.0,10.0,0,CLT,5,0,0,20141005,1188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783933,783933,8750,8750,380.0,343.0,19977,29.86, ,1.0,58.0,58.0,2151.0,2000-2059,23174.0,3.0,2053,1738,375.0,,0.0,UA,0.0,20140714.0,1,14,1.0,53.0,53.0,1831.0,1700-1759,14739.0,3.0,LAX,"Los Angeles, CA",CA,6,22.0, ,72.0, ,2611.0,11,,,,,,0,,,,0.0,23.0, ,73.0, ,,2014-07-14 00:00:00,717,1.0, , ,19.0,,7,39.0,BOS,"Boston, MA",MA,25, , , , ,3,SP, , 97, ,2014-07-14 20:53:00,2014-07-14 17:38:00,M, ,0.0,FEW006 SCT035 OVC070, ,29.83, ,11.0,N522UA,9.0,28.0,1746.0,,UA, , ,8.0, ,14739.0,0.0, , ,22.4, ,72, ,1859.0,2142.0,200, ,9.0, ,2014,both,Dep,396.0,481426,396.0,2053,1738,2014-07-14 17:46:00,North,West,1,0,BOS,53.0,28.0,0,73.0,72.0,0.0,8.0,0,BOS,1,0,0,20140714,686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687919,687919,43845,17439,180.0,162.0,19977,29.82, ,0.0,0.0,0.0,625.0,0600-0659,12960.0,0.0,625,110,195.0,,0.0,UA,,20140606.0,5,6,1.0,15.0,15.0,125.0,0001-0559,23174.0,1.0,IAH,"Houston, TX",TX,48,13.3, ,56.0, ,1379.0,6,,,,,,0,,,,0.0,16.7, ,62.0, ,,2014-06-06 00:00:00,1512,1.0, , ,,,6,,LAX,"Los Angeles, CA",CA,6, , , , ,2,AA, ,81.0, ,2014-06-06 06:25:00,2014-06-06 01:10:00,29.81, ,,SCT009, ,29.47, ,11.0,N35407,5.0,13.0,53.0,,UA, , ,10.0, ,23174.0,, , ,14.7, ,59.0, ,138.0,620.0,240, ,7.0, ,2014,both,Dep,145.0,350733,145.0,625,110,2014-06-06 00:53:00,West,,0,0,LAX,15.0,13.0,0,62.0,56.0,0.0,10.0,0,LAX,10,0,0,20140606,1306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475561,475561,95121,3838,123.0,104.0,20355,29.71, ,1.0,29.0,29.0,1607.0,1500-1559,13881.0,1.0,1538,1250,108.0,,0.0,US,5.0,20140415.0,2,15,0.0,14.0,14.0,1304.0,1200-1259,12916.0,0.0,CLT,"Charlotte, NC",NC,37,10.0, ,50.0, ,651.0,3,,,,,,0,,,,0.0,11.1, ,52.0, ,,2014-04-15 00:00:00,1962,1.0,0.10, ,9.0,,4,15.0,MSY,"New Orleans, LA",LA,22, , , , ,2,AA, ,93.0, ,2014-04-15 15:38:00,2014-04-15 12:50:00,29.69, ,0.0,SCT008 BKN016 OVC036, ,28.89, ,11.0,N723UW,8.0,11.0,1552.0,,US, , ,10.0, ,13881.0,0.0, , ,10.5, ,51.0, ,1315.0,1559.0,360, ,9.0, ,2014,both,Arr,409.0,116846,409.0,1538,1250,2014-04-15 15:52:00,,South,0,0,CLT,29.0,8.0,0,52.0,50.0,0.1,10.0,0,CLT,5,0,0,20140415,1292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616393,616393,105747,618,61.0,41.0,19790,29.97, ,1.0,38.0,38.0,1439.0,1400-1459,13874.0,2.0,1401,1245,76.0,,0.0,DL,4.0,20140522.0,4,22,1.0,53.0,53.0,1338.0,1200-1259,13881.0,3.0,ATL,"Atlanta, GA",GA,13,16.1, ,61.0, ,226.0,1,,,,,,0,,,,0.0,31.1, ,88.0, ,,2014-05-22 00:00:00,1095,1.0, , ,1.0,,5,33.0,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, , 40, ,2014-05-22 14:01:00,2014-05-22 12:45:00,29.94, ,0.0,FEW060 SCT250, ,29.15, ,11.0,N940DN,7.0,13.0,1252.0,,DL, , ,10.00, ,13881.0,0.0, , ,21.3, ,70, ,1351.0,1432.0,250, , 9, ,2014,both,Dep,572.0,121663,572.0,1401,1245,2014-05-22 12:52:00,South,,0,0,CLT,53.0,13.0,0,88.0,61.0,0.0,10.0,0,CLT,5,0,0,20140522,1324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312044,1312044,18657,258,,,19393,29.48, ,,,,,1200-1259,12815.0,,1215,830,225.0,B,1.0,WN,,20150215.0,7,15,,,,,0800-0859,14710.0,,MCO,"Orlando, FL",FL,12,-11.0, ,12, ,1142.0,5,,,,,,0,,,,0.0,-9.0, ,16, ,,2015-02-15 00:00:00,4865,1.0, , ,,,2,,MHT,"Manchester, NH",NH,33, , , , ,1,SP, , 84, ,2015-02-15 12:15:00,2015-02-15 08:30:00,M, ,,VV014, ,29.23, ,12.0,,,,851.0,,WN, , ,0.25, ,14710.0,,SN FZFG, ,-9.4, ,15, ,,,330, ,14.0, ,2015,both,Dep,493.0,275064,493.0,1215,830,2015-02-15 08:51:00,North,,1,0,MHT,,,1,16.0,12.0,0.0,0.25,1,MHT,12,0,1,20150215,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
430990,430990,50550,6275,307.0,283.0,19977,29.87, ,0.0,-2.0,0.0,443.0,0001-0559,23174.0,-1.0,445,2035,310.0,,0.0,UA,,20140417.0,4,17,0.0,1.0,1.0,2036.0,2000-2059,22516.0,0.0,LAX,"Los Angeles, CA",CA,6,11.1, ,52.0, ,2486.0,10,,,,,,0,,,,0.0,15.6, ,60.0, ,,2014-04-17 00:00:00,1157,1.0, , ,,,4,,OGG,"Kahului, HI",HI,15, , , , ,2,AA, ,75.0, ,2014-04-17 04:45:00,2014-04-17 20:35:00,29.86, ,,OVC016, ,29.52, ,11.0,N78866,12.0,12.0,453.0,,UA, , ,8.0, ,23174.0,, , ,13.1, ,56.0, ,2048.0,431.0,130, ,3.0, ,2014,both,Arr,460.0,77003,460.0,445,2035,2014-04-17 04:53:00,,West,0,0,LAX,-2.0,12.0,0,60.0,52.0,0.0,8.0,0,LAX,10,0,0,20140417,1293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1448983,1448983,44713,17824,68.0,53.0,19393,29.98, ,0.0,-5.0,0.0,1940.0,1900-1959,23230.0,-1.0,1945,1830,75.0,,0.0,WN,,20150330.0,1,30,0.0,2.0,2.0,1832.0,1800-1859,23174.0,0.0,OAK,"Oakland, CA",CA,6,12.8, ,55, ,337.0,2,,,,,,0,,,,0.0,14.4, ,58.0, ,,2015-03-30 00:00:00,360,1.0, , ,,,3,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, , 90, ,2015-03-30 19:45:00,2015-03-30 18:30:00,29.98, ,,OVC006, ,29.63, ,11.0,N8318F,6.0,9.0,1853.0,,WN, , ,7.0, ,23174.0,, , ,13.5, ,56, ,1841.0,1934.0,270, ,11.0, ,2015,both,Dep,788.0,495839,788.0,1945,1830,2015-03-30 18:53:00,West,,0,0,LAX,2.0,9.0,0,58.0,55.0,0.0,7.0,1,LAX,10,0,0,20150330,1207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259796,259796,5405,5405,86.0,65.0,20409,29.76, ,0.0,-16.0,0.0,932.0,0900-0959,93721.0,-2.0,948,810,98.0,,0.0,B6,,20141218.0,4,18,0.0,-4.0,0.0,806.0,0800-0859,14739.0,-1.0,BWI,"Baltimore, MD",MD,24,0.0, ,32.0, ,369.0,2,,,,,,0,,,,0.0,2.2, ,36.0, ,,2014-12-18 00:00:00,427,1.0,  0.001, ,,,12,,BOS,"Boston, MA",MA,25, , , , ,4,AA, ,85.0, ,2014-12-18 09:48:00,2014-12-18 08:10:00,29.76, ,,BKN012 OVC029, ,29.73, ,11.0,N228JB,4.0,17.0,754.0,,B6,25, ,10.0, ,14739.0,,-RA, ,1.3, ,34.0, ,823.0,928.0,270, ,17.0, ,2014,both,Dep,579.0,416829,579.0,948,810,2014-12-18 07:54:00,North,,1,0,BOS,-4.0,17.0,0,36.0,32.0,0.001,10.0,1,BOS,1,0,0,20141218,607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712732,712732,68658,1592,208.0,177.0,20304,29.92, ,0.0,9.0,9.0,2225.0,2200-2259,3102.0,0.0,2216,2103,193.0,,0.0,OO,,20140622.0,7,22,0.0,-6.0,0.0,2057.0,2100-2159,12960.0,-1.0,ONT,"Ontario, CA",CA,6,13.9, ,57.0, ,1334.0,6,,,,,,0,,,,0.0,18.3, ,65.0, ,,2014-06-22 00:00:00,6461,1.0, , ,,,6,,IAH,"Houston, TX",TX,48, , , , ,2,AA, ,75.0, ,2014-06-22 22:16:00,2014-06-22 21:03:00,29.88, ,,CLR, ,28.95, ,12.0,N738SK,5.0,26.0,2153.0,,OO, , ,10.0, ,3102.0,, , ,15.7, ,60.0, ,2123.0,2220.0,230, ,6.0, ,2014,both,Arr,559.0,307917,559.0,2216,2103,2014-06-22 21:53:00,,West,0,0,ONT,9.0,5.0,0,65.0,57.0,0.0,10.0,0,ONT,15,0,0,20140622,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1042018,1042018,129931,2823,84.0,53.0,19790,29.99, ,1.0,26.0,26.0,1546.0,1500-1559,13722.0,1.0,1520,1350,90.0,,0.0,DL,0.0,20140811.0,1,11,1.0,32.0,32.0,1422.0,1300-1359,13874.0,2.0,RDU,"Raleigh/Durham, NC",NC,37,20.0, ,68, ,356.0,2,,,,,,0,,,,0.0,28.3, ,83, ,,2014-08-11 00:00:00,1077,1.0, , ,26.0,,8,0.0,ATL,"Atlanta, GA",GA,13, , , , ,3,AA, , 61, ,2014-08-11 15:20:00,2014-08-11 13:50:00,29.97, ,0.0,SCT031 BKN075 BKN130, ,29.52, ,11.0,N901DA,5.0,26.0,1451.0,,DL, , ,10.0, ,13722.0,0.0, , ,22.7, ,73, ,1448.0,1541.0,110, ,10, ,2014,both,Arr,320.0,424389,320.0,1520,1350,2014-08-11 14:51:00,,South,0,0,RDU,26.0,5.0,0,83.0,68.0,0.0,10.0,0,RDU,18,0,0,20140811,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478623,478623,98183,6900,253.0,217.0,20355,30.0, ,1.0,15.0,15.0,1549.0,1500-1559,13881.0,1.0,1534,835,239.0,,0.0,US,1.0,20140424.0,4,24,0.0,1.0,1.0,836.0,0800-0859,23183.0,0.0,CLT,"Charlotte, NC",NC,37,5.0, ,41.0, ,1773.0,8,,,,,,0,,,,0.0,22.8, ,73.0, ,,2014-04-24 00:00:00,626,1.0, , ,0.0,,4,14.0,PHX,"Phoenix, AZ",AZ,4, , , , ,2,AA, ,32.0, ,2014-04-24 15:34:00,2014-04-24 08:35:00,29.98, ,0.0,SCT250, ,29.18, ,11.0,N549UW,6.0,30.0,1552.0,,US, , ,10.0, ,13881.0,0.0, , ,13.3, ,56.0, ,906.0,1543.0,230, ,6.0, ,2014,both,Arr,640.0,249484,640.0,1534,835,2014-04-24 15:52:00,,South,0,0,CLT,15.0,6.0,0,73.0,41.0,0.0,10.0,0,CLT,5,0,0,20140424,1324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945193,945193,33106,5904,131.0,122.0,21171,29.97, ,0.0,-21.0,0.0,1344.0,1400-1459,24233.0,-2.0,1405,1135,150.0,,0.0,VX,,20140812.0,2,12,0.0,-2.0,0.0,1133.0,1100-1159,23174.0,-1.0,SEA,"Seattle, WA",WA,53,16.7, ,62.0, ,954.0,4,,,,,,0,,,,0.0,23.3, ,74.0, ,,2014-08-12 00:00:00,783,1.0, , ,,,8,,LAX,"Los Angeles, CA",CA,6, , , , ,3,AA, ,66.0, ,2014-08-12 14:05:00,2014-08-12 11:35:00,29.96, ,,FEW100 SCT140 SCT180, ,29.62, ,11.0,N523VA,3.0,6.0,1153.0,,VX, , ,10.0, ,23174.0,, , ,19.1, ,66.0, ,1139.0,1341.0,260, ,14.0, ,2014,both,Dep,329.0,147584,329.0,1405,1135,2014-08-12 11:53:00,West,,0,0,LAX,-2.0,6.0,0,74.0,62.0,0.0,10.0,0,LAX,10,0,0,20140812,1315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1181942,1181942,11290,2453,218.0,187.0,20409,30.22, ,0.0,0.0,0.0,500.0,0001-0559,14739.0,0.0,500,2322,218.0,,0.0,B6,,20150110.0,6,10,0.0,0.0,0.0,2322.0,2300-2359,3017.0,0.0,BOS,"Boston, MA",MA,25,-13.9, ,7.0, ,1754.0,8,,,,,,0,,,,0.0,-6.7, ,20.0, ,,2015-01-10 00:00:00,994,1.0, , ,,,1,,DEN,"Denver, CO",CO,8, , , , ,1,AA, ,57.0, ,2015-01-10 05:00:00,2015-01-10 23:22:00,30.21, ,,FEW060, ,30.19, ,11.0,N662JB,5.0,26.0,454.0,,B6, , ,10.0, ,14739.0,, , ,-8.4, ,17.0, ,2348.0,455.0,280, ,9.0, ,2015,both,Arr,263.0,65215,263.0,500,2322,2015-01-10 04:54:00,,North,0,1,BOS,0.0,5.0,0,20.0,7.0,0.0,10.0,1,BOS,1,0,0,20150110,402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281357,1281357,110705,4787,109.0,89.0,20355,30.35, ,0.0,0.0,0.0,814.0,0800-0859,13881.0,0.0,814,630,104.0,,0.0,US,,20150105.0,1,5,0.0,-5.0,0.0,625.0,0600-0659,13739.0,-1.0,CLT,"Charlotte, NC",NC,37,-2.2, ,28.0, ,449.0,2,,,,,,0,,,,0.0,3.3, ,38.0, ,,2015-01-05 00:00:00,1965,1.0, , ,,,1,,PHL,"Philadelphia, PA",PA,42, , , , ,1,AA, ,67.0, ,2015-01-05 08:14:00,2015-01-05 06:30:00,30.35, ,,FEW160 BKN250, ,29.52, ,11.0,N285AY,5.0,15.0,752.0,,US, , ,10.0, ,13881.0,, , ,1.1, ,34.0, ,640.0,809.0,280, ,3.0, ,2015,both,Arr,133.0,335660,133.0,814,630,2015-01-05 07:52:00,,South,0,0,CLT,0.0,5.0,0,38.0,28.0,0.0,10.0,1,CLT,5,0,0,20150105,1312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697755,697755,53681,7817,242.0,228.0,19393,29.83, ,0.0,11.0,11.0,1826.0,1800-1859,23174.0,0.0,1815,1625,230.0,,0.0,WN,,20140614.0,6,14,0.0,-1.0,0.0,1624.0,1600-1659,12916.0,-1.0,LAX,"Los Angeles, CA",CA,6,14.4, ,58.0, ,1670.0,7,,,,,,0,,,,0.0,18.9, ,66.0, ,,2014-06-14 00:00:00,2942,1.0, , ,,,6,,MSY,"New Orleans, LA",LA,22, , , , ,2,AA, ,76.0, ,2014-06-14 18:15:00,2014-06-14 16:25:00,29.82, ,,BKN012, ,29.48, ,11.0,N7739A,6.0,8.0,1753.0,,WN, , ,9.0, ,23174.0,, , ,16.2, ,61.0, ,1632.0,1820.0,260, ,10.0, ,2014,both,Arr,415.0,191884,415.0,1815,1625,2014-06-14 17:53:00,,West,0,0,LAX,11.0,6.0,0,66.0,58.0,0.0,9.0,0,LAX,10,0,0,20140614,1165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1196551,1196551,25899,1747,179.0,161.0,19805,30.24, ,0.0,-3.0,0.0,1559.0,1600-1659,13904.0,-1.0,1602,1105,177.0,,0.0,AA,,20150123.0,5,23,0.0,-5.0,0.0,1100.0,1100-1159,23174.0,-1.0,AUS,"Austin, TX",TX,48,-6.1, ,21.0, ,1242.0,5,,,,,,0,,,,0.0,20.6, ,69.0, ,,2015-01-23 00:00:00,1672,1.0, , ,,,1,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, ,16.0, ,2015-01-23 16:02:00,2015-01-23 11:05:00,30.24, ,,FEW120 SCT160, ,29.89, ,11.0,N437AA,6.0,12.0,1053.0,,AA, , ,10.0, ,23174.0,, , ,9.0, ,48.0, ,1112.0,1553.0,000, ,0.0, ,2015,both,Dep,636.0,29094,636.0,1602,1105,2015-01-23 10:53:00,West,,0,0,LAX,-5.0,12.0,0,69.0,21.0,0.0,10.0,1,LAX,10,0,0,20150123,1167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1028820,1028820,116733,2019,180.0,156.0,20355,30.03, ,0.0,-7.0,0.0,1150.0,1100-1159,13881.0,-1.0,1157,645,192.0,,0.0,US,,20140820.0,3,20,0.0,5.0,5.0,650.0,0600-0659,3017.0,0.0,CLT,"Charlotte, NC",NC,37,20.0, ,68.0, ,1337.0,6,,,,,,0,,,,0.0,31.1, ,88.0, ,,2014-08-20 00:00:00,1970,1.0, , ,,,8,,DEN,"Denver, CO",CO,8, , , , ,3,AA, ,52.0, ,2014-08-20 11:57:00,2014-08-20 06:45:00,30.00, ,,FEW038 SCT250, ,29.21, ,11.0,N121UW,9.0,15.0,1152.0,,US, , ,10.0, ,13881.0,, , ,23.5, ,74.0, ,705.0,1141.0,250, ,5.0, ,2014,both,Arr,595.0,133203,595.0,1157,645,2014-08-20 11:52:00,,South,0,0,CLT,-7.0,9.0,0,88.0,68.0,0.0,10.0,0,CLT,5,0,0,20140820,1220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384244,1384244,90857,3261,111.0,95.0,19393,30.26, ,0.0,-16.0,0.0,704.0,0700-0759,14819.0,-2.0,720,615,125.0,,0.0,WN,,20150203.0,2,3,0.0,-2.0,0.0,613.0,0600-0659,13881.0,-1.0,MDW,"Chicago, IL",IL,17,-8.9, ,16, ,584.0,3,,,,,,0,,,,0.0,-4.4, ,24, ,,2015-02-03 00:00:00,322,1.0, , ,,,2,,CLT,"Charlotte, NC",NC,37, , , , ,1,AA, , 71, ,2015-02-03 07:20:00,2015-02-03 06:15:00,30.27, ,,CLR, ,29.43, ,11.0,N200WN,5.0,11.0,552.0,,WN, , ,10.0, ,13881.0,, , ,-5.7, ,22, ,624.0,659.0,330, ,5, ,2015,both,Dep,66.0,235926,66.0,720,615,2015-02-03 05:52:00,South,,0,0,CLT,-2.0,11.0,0,24.0,16.0,0.0,10.0,1,CLT,5,0,0,20150203,1160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449840,1449840,45570,667,,,19805,30.03, ,,,,,2300-2359,23174.0,,2340,1638,302.0,A,1.0,AA,,20150306.0,5,6,,,,,1600-1659,22516.0,,LAX,"Los Angeles, CA",CA,6,1.7, ,35, ,2486.0,10,,,,,,0,,,,0.0,17.8, ,64.0, ,,2015-03-06 00:00:00,212,1.0, , ,,,3,,OGG,"Kahului, HI",HI,15, , , , ,1,AA, , 34, ,2015-03-06 23:40:00,2015-03-06 16:38:00,30.01, ,,CLR, ,29.68, ,11.0,N5DEAA,,,2353.0,,AA, , ,10.0, ,23174.0,, , ,10.0, ,50, ,,,000, ,0.0, ,2015,both,Arr,150.0,5970,150.0,2340,1638,2015-03-06 23:53:00,,West,0,0,LAX,,,0,64.0,35.0,0.0,10.0,1,LAX,10,0,0,20150306,1208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
590638,590638,79992,533,69.0,59.0,20409,29.91, ,0.0,-13.0,0.0,1819.0,1800-1859,23129.0,-1.0,1832,1715,77.0,,0.0,B6,,20140525.0,7,25,0.0,-5.0,0.0,1710.0,1700-1759,23230.0,-1.0,LGB,"Long Beach, CA",CA,6,13.3, ,56.0, ,353.0,2,,,,,,0,,,,0.0,19.4, ,67.0, ,,2014-05-25 00:00:00,347,1.0, , ,,,5,,OAK,"Oakland, CA",CA,6, , , , ,2,AA, ,68, ,2014-05-25 18:32:00,2014-05-25 17:15:00,29.91, ,,FEW012, ,29.87, ,11.0,N523JB,2.0,8.0,1853.0,,B6, , ,10.0, ,23129.0,, , ,15.8, ,61, ,1718.0,1817.0,280, ,8, ,2014,both,Arr,664.0,70925,664.0,1832,1715,2014-05-25 18:53:00,,West,0,0,LGB,-13.0,2.0,0,67.0,56.0,0.0,10.0,0,LGB,11,0,0,20140525,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1222240,1222240,51588,10096,133.0,104.0,20304,30.17, ,0.0,12.0,12.0,952.0,0900-0959,23174.0,0.0,940,730,130.0,,0.0,OO,,20150102.0,5,2,0.0,9.0,9.0,739.0,0700-0759,24230.0,0.0,LAX,"Los Angeles, CA",CA,6,0.0, ,32.0, ,726.0,3,,,,,,0,,,,0.0,10.0, ,50.0, ,,2015-01-02 00:00:00,2593,1.0, , ,,,1,,RDM,"Bend/Redmond, OR",OR,41, , , , ,1,AA, ,50.0, ,2015-01-02 09:40:00,2015-01-02 07:30:00,30.17, ,,FEW010, ,29.82, ,11.0,N465SW,16.0,13.0,953.0,,OO, , ,10.0, ,23174.0,, , ,5.6, ,42.0, ,752.0,936.0,110, ,3.0, ,2015,both,Arr,34.0,244031,34.0,940,730,2015-01-02 09:53:00,,West,0,0,LAX,12.0,16.0,0,50.0,32.0,0.0,10.0,1,LAX,10,0,0,20150102,1279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
